name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
LENOVO P16S G1 R7P6850U 32GB,1823.15,16,40.6,2560x1600,16:10,1.81,20.5,362,255.5,Windows 11 Pro,AMD SoC,32,AMD Radeon 680M,-,1,SSD,-,86,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21CK0057GE,-,Notebooks
Dell Latitude 5330 I51235U 8GB 256GB SSD W10P (TC4HF,1017.9,13.3,33.8,1920x1080,16:09,1.2,1.69,305.7,207.5,Windows 10 Pro,i51235U,8,Intel Iris Xe Graphics,-,256,SSD,-,58,65,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,TC4HF,2022,Notebooks
Gigabyte GBT G5 GE51DE263SH i5 W11H FHD 144Hz,1003.99,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,G5 GE51DE263SH,-,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14 i7 W11P VFY:U7413MF7FMDE,1585.99,14,35.6,1920x1080,-,1.13,18.9,322,211,Windows 11 Pro,i71355U,16,Intel Iris Xe Graphics,-,512,SSD,12,60,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.07E+12,VFY:U7413MF7FMDE,-,Notebooks
Dell PRECISION 3580 I71360P 32 GB,1907.44,15.6,39.6,1920x1080,16:09,1.61,2.08,357.8,233.3,Windows 11 Pro,i71360P,32,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,54,130,MaxxAudio,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,TVCRD,-,Notebooks
Lenovo TP E14 G4 I51235U 8GB,661.99,14,35.6,1920x1080,16:09,1.64,17.9,324,220.7,Windows 11 Pro,Intel SoC,8,Intel Iris Xe Graphics,-,256,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.97E+11,21E30054GE,-,Notebooks
Fujitsu LIFEBOOK E5412A FHD 14 AMD Ryzen 256GB SSD W11P,640.98,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,5675U,8,AMD Radeon Graphics,-,256,SSD,14.5,60,65,-,-,FALSE,FALSE,FALSE,FALSE,TRUE,5.2,WiFi 6 (802.11ax),4.07E+12,VFY:E542AMHABMDE,-,Notebooks
LENOVO ThinkBook 16 G6 AMD Ryzen 7 7730U WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey TopSeller,905.88,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KK001BGE,-,Notebooks
Lenovo ThinkPad P1 G6 i713700H 1x32/1TB A2000ADA W11P,3236.99,16,40.6,2560x1600,16:10,1.86,17.5,359.5,253.8,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX 2000,1,SSD,-,90,170,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV000YGE,-,Notebooks
Apple MacBook Pro TB Z16R Apple M2 8C CPU/10C GPU/16C N.E. 16GB 512GB SSD 67W USBC DE  Grau,1881.26,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.07E+12,MNEH3D/AZ08795532,-,Notebooks
Fujitsu Lifebook U7313 FHD i71355U 16GB 1TBSSD LTE W11P,1614.28,3,33.8,1920x1080,-,990,18.9,308,199.5,Windows 11 Pro,i71355U,16,Intel Iris Xe Graphics,-,1,SSD,12.5,60,65,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),4.07E+12,VFY:U7313MF7EMDE,-,Notebooks
Lenovo Z16 G1 AMD Ryzen 9 Pro 6950H WQUXGA 32GB 2TB SSD RX6500M WWAN 4G W11P Artic Grey,2813.04,16,40.6,3840x2400,16:10,1.94,15.8,354.4,237.4,Windows 11 Pro,AMD SoC,32,AMD Radeon 680M,AMD Radeon RX 6500M,2,SSD,-,72,135,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21D4002GGE,-,Notebooks
Lenovo ThinkPad P1 G6 i913900H 1x32/1TB A2000ADA W11P,3354.68,16,40.6,2560x1600,16:10,1.86,17.5,359.5,253.8,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX 2000,1,SSD,-,90,170,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV000DGE,-,Notebooks
Acer Chromebook Spin 513 R841TS512 Chrome Qualcomm/4GB/64GB eMMC/MTouch,526.02,13.3,33.8,1920x1080,16:09,1.2,15.6,310,209.4,Chrome OS,468,4,Qualcomm Adreno 618,-,64,eMMC,-,36,45,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5,WiFi 5 (802.11ac),4.71E+12,NX.AA5EG.003,-,Notebooks
Gigabyte AORUS 15 YE554DEB34SH i5 W11 QHD165Hz,2054.95,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,AORUS 15 YE554DEB34SH,-,Notebooks
MSI Creator Z16 HX Studio B13VGTO052 i713700HX/RTX4070 W11P,3885.38,16,40.6,2560x1600,-,2.35,18.4,359,256,Windows 11 Pro,Intel HM770,64,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000,SSD,-,90,280,-,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0015G2052,-,Notebooks
Lenovo TS/ThinkPad P1 Gen6/i7/32GB/1024GB/W11P,4718.98,16,40.6,3840x2400,16:10,1.78,17.3,359.5,253.8,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX 3500,1,SSD,-,90,230,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV000HGE,-,Notebooks
Lenovo Thinkpad P16 G2 I913980HX 32GB 1TB SSD A4000 QHD+ W11PHE,4649.64,16,40.6,2560x1600,16:10,2.95,30.2,364,266,Windows 11 Pro,Intel WM790,32,Intel® UHD Graphics,NVIDIA RTX 4000,1,SSD,-,94,230,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FA0005GE,-,Notebooks
Acer TM P41452532Z W11P i51240P/8GB/256GB SSD,1098.99,14,35.6,1920x1200,16:10,1.5,17.9,319.9,229.9,Windows 11 Pro,i51240P,8,Intel Iris Xe Graphics,-,256,SSD,9,56,65,-,4,FALSE,TRUE,FALSE,FALSE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VV1EG.001,-,Notebooks
Acer TM P61452 W11P i71165G7/16GB/512GB SSD,1614.34,14,35.6,1920x1200,-,1.05,16.8,312,226,Windows 11 Pro,i71165G7,16,Intel Iris Xe Graphics,-,512,SSD,20,56,65,-,2,FALSE,TRUE,FALSE,FALSE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.VTWEG.006,-,Notebooks
LG Electronics 17ZB90R Notebook I7 16GB LPDDR4X 1TB SSD schwarz W11P,1319.96,17,43.2,2560x1600,16:10,1.35,17.8,380.2,260.1,Windows 11 Pro,i71360P,16,Intel Iris Xe Graphics,-,1,SSD,20,80,-,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,17ZB90RG.AP78G,-,Notebooks
Apple MacBook Pro M2 Max 32GB 1TB silber,3311.14,14,36.1,3024x1964,-,1.63,15.5,312.6,221.2,macOS Ventura,M2 Max,32,Apple GPU,-,1,SSD,-,70,96,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MPHK3D/A,2023,Notebooks
Acer ACER TM P2 P2165154JS 16 i5 FHD IPS Linux,800.73,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B13EG.007,-,Notebooks
"Microsoft Surface Laptop5 256GB (15""/i7/8GB",1575.87,13.5,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 11 Pro,i71265U,8,Intel Iris Xe Graphics,-,256,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RBZ00005,2022,Notebooks
MSI Bravo 15 C7VE054 Ryzen7 7735HS/8GB/512GB/RTX4050 W11H,1553.02,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,00158N054,-,Notebooks
Samsung Galaxy Book3 360  FlipDesign  Intel Core i7 1360P / 2.2 GHz  Evo  Win 11 Pro  Intel Iris Xe Grafikkarte 512 GB,1697.86,15.6,39.6,1920x1080,-,1.46,13.7,355.4,228,Windows 11 Pro,i71360P,16,Intel Iris Xe Graphics,-,512,SSD,-,68,65,Dolby Atmos,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP754QFGKA1DE,2023,Notebooks
LENOVO V17 G3 Intel Core i51235U FHD 16GB 512GB SSD UMA W11P Iron Grey TopSeller,915.68,17.3,43.9,1920x1080,16:09,2.2,19.9,399,274,Windows 11 Pro,Intel SoC,16,Intel® UHD Graphics,-,512,SSD,4.2,45,65,Dolby Audio,2,FALSE,FALSE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,82U10004GE,-,Notebooks
LENOVO ThinkBook 16p G4 Intel Core i913900H No Touch 3.2K 32GB 1TB SSD RTX4060 W11P No WWAN,2078.88,16,40.6,3200x2000,16:10,2.2,19.9,354.6,255,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,1,SSD,10.5,80,230,Dolby Atmos,4,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21J80022GE,-,Notebooks
LENOVO ThinkBook 16 G6 AMD Ryzen 5 7530U WUXGA 8GB 256GB SSD UMA W11P No WWAN Arctic Grey TopSeller,743.18,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KK001DGE,-,Notebooks
Dell LATITUDE 5440 I51345U 16GB 512GB FHD W11P X12V1,1304.29,14,35.6,1920x1080,16:09,1.39,1.91,321.4,212,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,512,SSD,-,54,65,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,X12V1,-,Notebooks
Lenovo TP E15 G4 I51235U 16GB 512GB,980.43,15.6,39.6,1920x1080,16:09,1.7,18.9,365,240,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21E6005MGE,-,Notebooks
Lenovo ThinkPad P1 G6 i713700H 1x32/1TB RTX4060 W11P,2914.99,16,40.6,2560x1600,16:10,1.86,17.5,359.5,253.8,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,1,SSD,-,90,230,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV0012GE,-,Notebooks
Fujitsu LIFEBOOK E5512A FHD AMD Ryzen 7PRO 5875U 2x16GB 1TB W11P,1280.58,15.6,39.6,1920x1080,16:09,2,20,357,230,Windows 11 Pro,5875U,32,AMD Radeon Graphics,-,1000,SSD,9.5,65,65,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:E552AMHBBMDE,-,Notebooks
Lenovo ThinkPad L15 G3 i51235U 16/512GB SSD FHD W10P,1182.99,15.6,39.6,1920x1080,16:09,1.76,19.9,360.2,237,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.97E+11,21C30016GE,-,Notebooks
APPLE MacBook Air Apple M2 Chip 8Core CPU und 10Core GPU 8GB gem. RAM 256GB SSD DE  Silber,1459.98,15.3,38.9,2880x1864,-,1.51,11.5,340.4,237.6,macOS Ventura,M2,8,Apple GPU,-,256,SSD,-,66.5,35,Dolby Atmos,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MQKR3D/A,2023,Notebooks
"Apple MacBook Air M2 8 Core, 8 GB, 512 GB SSD",1490.57,13,34.5,2560x1664,-,1.24,11.3,304.1,215,macOS Monterey,M2,8,Apple GPU,-,512,SSD,-,52.6,35,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MLY03D/A,2022,Notebooks
APPLE MacBook Air Apple M2 Chip 8Core CPU und 10Core GPU 8GB gem. RAM 512GB SSD DE  Mitternacht,1642.69,15.3,38.9,2880x1864,-,1.51,11.5,340.4,237.6,macOS Ventura,M2,8,Apple GPU,-,512,SSD,-,66.5,35,Dolby Atmos,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MQKX3D/A,2023,Notebooks
Fujitsu LIFEBOOK E5513 FHD 15 i5 W11P VFY:E5513MF5GMDE,1248.3,15,39.6,1920x1080,-,1.65,20.1,357.4,230,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,10.5,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),4.07E+12,VFY:E5513MF5GMDE,-,Notebooks
APPLE MacBook Air Apple M2 Chip 8Core CPU und 10Core GPU 8GB gem. RAM 512GB SSD DE  Space Grau,1642.69,15.3,38.9,2880x1864,-,1.51,11.5,340.4,237.6,macOS Ventura,M2,8,Apple GPU,-,512,SSD,-,66.5,35,Dolby Atmos,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MQKQ3D/A,2023,Notebooks
Fujitsu Lifebook U7411 i51135G7 8GB 256GB SSD LTE W10P,1139.32,14,35.6,1920x1080,-,1.2,17.9,322,211,Windows 10 Pro,i51135G7,8,Intel Iris Xe Graphics,-,256,SSD,-,65,-,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.06E+12,VFY:U7411MF5BMDE,-,Notebooks
Dell LATITUDE 7440 I51345U 16GB 256GB 14IN FHD+ W11P,1520.42,14,35.6,1920x1200,16:10,1.32,1.71,313,222.8,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,256,SSD,-,57,65,MaxxAudio Pro,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,X7DP6,-,Notebooks
Fujitsu LIFEBOOK E5413 Intel Core i71355U  Schwarz,1401.93,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,i71355U,16,Intel Iris Xe Graphics,-,512,SSD,11,60,65,-,2,FALSE,FALSE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),4.07E+12,VFY:E5413MF7CMDE,-,Notebooks
LENOVO ThinkBook 16 G6 AMD Ryzen 5 7530U WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey TopSeller,818.38,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KK000XGE,-,Notebooks
ACER Aspire 5 A51753G742E W11P i71255U/16GB/1TB SSD/GeMX550,1218.25,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.K66EG.003,-,Notebooks
Samsung Galaxy Book3 Pro i71360P 16GB LPDDR5 512GB SSD Intel Iris X W11P Graphite,1898.58,14,35.6,2880x1800,-,1.17,11.3,312.3,223.8,Windows 11 Pro,i71360P,16,Intel Iris Xe Graphics,-,512,SSD,-,63,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP944XFGKC1DE,2023,Notebooks
Dell Latitude 3540 i51335U FHD 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic FgrPr 3 Cell WLAN Backlit Kb W11P,990.61,6,39.6,1920x1080,16:09,1.81,1.81,359,239.7,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,-,54,65,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,RNHKD,-,Notebooks
LG Electronics 16T90RG 2in1 Notebook Tablet Core i71360 16GB 1TB W11P,1773.54,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,8.81E+12,16T90RG.AP78G,-,Notebooks
Dell PRECISION 3580 I71360P 16GB 512GB FHD W11P3Y BASIC ON,1381.03,15.6,39.6,1920x1080,16:09,1.61,2.08,357.8,233.3,Windows 11 Pro,i71360P,16,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,54,130,MaxxAudio,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,V5M84,-,Notebooks
Lenovo Thinkpad P16 G2 I713700HX 32GB 1TB SSD FHD+ W11P,2383.04,16,40.6,1920x1200,16:10,2.95,30.2,364,266,Windows 11 Pro,Intel WM790,32,Intel® UHD Graphics,Intel Arc Pro A30M,1,SSD,-,94,170,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FA0006GE,-,Notebooks
MSI Creator Z17 HX Studio A13VGT057 i713700HX/RTX4070 W11P,3996.99,17,43.2,2560x1600,16:10,2.49,19,382,260,Windows 11 Pro,Intel HM770,2000,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000,SSD,-,90,280,-,4,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0017N2057,-,Notebooks
Lenovo ThinkPad P1 Gen 6 21FV  180°Scharnierdesign  Intel Core i7 13700H / 2.4 GHz  Win 11 Pro  RTX A1000  32 GB RAM  1,2858.56,16,40.6,1920x1200,16:10,1.86,17.5,359.5,253.8,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A1000,1,SSD,-,90,170,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV000VGE,-,Notebooks
Microsoft Surface Laptop 5 i5 16GB 256GB 2256x1504/Touch/platin W10P,1639.17,13.5,34.3,2256x1504,3:02,1.27,14.5,308,223,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R7I00005,2022,Notebooks
MSI Summit E16 Flip Evo A13MT274 i71360P/16GB/1TB/Iris W11P,1998.99,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,1592274,-,Notebooks
Lenovo Thinkpad P16 G2 I913980HX 32GB 1TB SSD A2000 UHD+ W11PHE,4399.49,16,40.6,3840x2400,16:10,2.95,30.2,364,266,Windows 11 Pro,Intel WM790,32,Intel® UHD Graphics,NVIDIA RTX 3500,1,SSD,-,94,230,Dolby Atmos,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FA000YGE,-,Notebooks
Lenovo ThinkPad P14s G4 R7 PRO7840U 1x32/1TB W11P,1836.08,14,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,32,AMD Radeon 780M,-,1,SSD,-,52.5,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21K5000GGE,-,Notebooks
Lenovo TP Z13 G1 R7 PRO 6850U 32GB 1TB SSD 13.3 WQXGA+ W11P 4G,1956.52,13.3,33.8,2880x1800,16:10,-,14,294.4,199.6,Windows 11 Pro,AMD SoC,32,AMD Radeon 680M,-,1,SSD,-,51.5,65,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21D20029GE,-,Notebooks
"Notebook 17.3"" Acer Aspire 5 A5175358RH W11P i51235U/8GB/256GB SSD",824.73,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.K61EG.003,-,Notebooks
Acer CB CP5131HS38T Chrome Qualcomm/8GB/64GB eMMC/MultiTouch,561.02,13,33.8,1920x1080,-,1.2,15.6,310,209.4,ChromeOS,Qualcomm,-,-,-,64,Flash,13.5,-,45,-,2,TRUE,FALSE,FALSE,FALSE,TRUE,5,WiFi 5 (802.11ac),4.71E+12,NX.AS4EG.002,-,Notebooks
MSI Prestige 16 Studio A13VF089 i713700H/16GB/1TB/4060 W11P,2638.99,16,40.6,2560x1600,16:10,2.1,16.9,358,258.6,Windows 11 Pro,i713700H,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,1000,SSD,-,82,120,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,1594089,-,Notebooks
Lenovo ThinkPad X13 G4 i71355U 16GB/1TB SSD 5G W11P,2140.91,13.3,33.8,2880x1800,16:10,1.09,15.9,301.7,214.8,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,1,SSD,-,54.7,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21EX004QGE,-,Notebooks
Acer B4B Extensa 215 EX215555444 i51235U/16GB/512GB SSD Linux,599.88,15.6,39.6,1920x1080,16:09,1.78,19.9,362.9,241.3,Linux,i51235U,16,Intel Iris Xe Graphics,-,512,SSD,-,-,-,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),4.71E+12,NX.EGYEG.008,-,Notebooks
Fujitsu LIFEBOOK U7411 FHD i51135G7 16GB 512GBSSD ohne OS,787.27,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.07E+12,LKN:U7411M0012DE,-,Notebooks
Dell LATITUDE 5440 I71365U 16GB,1309.33,14,35.6,1920x1080,16:09,1.39,1.91,321.4,212,Windows 11 Pro,i71365U,16,Intel Iris Xe Graphics,-,512,SSD,-,54,65,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,840T3,-,Notebooks
"Lenovo TP X1 Carbon G10 I71260P 32GB, 2TB SSD 14.0 2.8K W10P 4G",2452.32,14,35.6,2880x1800,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,2,SSD,-,57,65,Dolby Atmos,4,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21CB00B9GE,-,Notebooks
Apple Macbook PRO 16 M2 PRO 12C/19C 16GB RAM 1TB SSD  SPACE GREY,2919.84,16.2,41.1,3456x2234,-,2.15,16.8,355.7,248.1,macOS Ventura,M2 Pro,16,Apple GPU,-,1,SSD,-,100,140,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MNW93D/A,2023,Notebooks
Lenovo ThinkPad P16s G2 R7 Pro7840U 1x32/1TB Touch W11P,1804.99,16,40.6,1920x1200,16:10,1.7,20.5,362,255.5,Windows 11 Pro,AMD SoC,32,AMD Radeon 780M,-,1,SSD,-,86,65,Dolby Audio,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21K90009GE,-,Notebooks
Fujitsu LIFEBOOK E4512 Core i5 1235U  8 GB RAM  256 GB SSD,934.68,15.6,39.6,1920x1080,-,1.65,20.1,357.4,230,Windows 11 Pro,i51235U,8,Intel Iris Xe Graphics,-,256,SSD,-,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:E4512M15AMDE,-,Notebooks
Fujitsu LIFEBOOK U9313X FHD 13 touch i5 W11P,1828.99,13,33.8,1920x1080,16:09,990,16.9,308.6,209,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,-,64,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U9X13MF5DMDE,-,Notebooks
Lenovo ThinkPad P16v G1 i713700H 1x32/1TB A1000 UHD+ W11P,2569.54,16,40.6,3840x2400,16:10,2.2,24.7,365,262,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A1000,1,SSD,-,90,170,Dolby Audio Premium,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FC000QGE,-,Notebooks
Lenovo ThinkPad T14s G4 i71355U 16/512GB SSD 4G W11P,2115.59,14,35.6,1920x1200,16:10,1.25,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F6003XGE,-,Notebooks
Fujitsu LIFEBOOK U9311 FHD i71185G7 16GB 1TBSSD ohne OS,989.88,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.07E+12,LKN:U9311M0004DE,-,Notebooks
Lenovo V15 G4 AMN RYZ57520U/8GB/512SSD/FHD/matt/noOS,392.86,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.97E+11,82YU00QKGE,-,Notebooks
